"district_name","district_code","first_year","year","second_year","grade_pk","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","grade_sp","total_enrollment","total_teachers","pct_teachers_licensed","student_teacher_ratio","pct_experienced_teachers","pct_teachers_without_waiver","pct_teaching_in_field","total_core_academic_classes","pct_core_classes_taught_by_exp_teachers","salary_total","average_salary","in_district_exp","total_in_district_fte","in_district_exp_per_pupil","total_exp","total_pupil_ftes","total_exp_per_pupil","sci_advanced_proficient_number","sci_advanced_proficient_pct","sci_advanced_number","sci_advanced_pct","sci_proficient_number","sci_proficient_pct","sci_needs_imp_number","sci_needs_imp_pct","sci_warning_failing_number","sci_warning_failing_pct","sci_student_included","ela_advanced_proficient_number","ela_advanced_proficient_pct","ela_advanced_number","ela_advanced_pct","ela_proficient_number","ela_proficient_pct","ela_needs_imp_number","ela_needs_imp_pct","ela_warning_failing_number","ela_warning_failing_pct","ela_student_included","mth_advanced_proficient_number","mth_advanced_proficient_pct","mth_advanced_number","mth_advanced_pct","mth_proficient_number","mth_proficient_pct","mth_needs_imp_number","mth_needs_imp_pct","mth_warning_failing_number","mth_warning_failing_pct","mth_student_included","sat_tests_taken","sat_reading_writing","sat_math","ap_tests_taken","ap_1","ap_2","ap_3","ap_4","ap_5","ap_score_1_2_pct","ap_score_3_5_pct","contract_length","year_1","year_2","year_3","cola_2015_16","cola_2016_17","cola_2017_18","cola_2018_19","cola_2019_20","cola_2020_21","cola_2021_22","cola_2022_23","cola_2023_24","upper_left_2015_16","upper_left_2016_17","upper_left_2017_18","upper_left_2018_19","upper_left_2019_20","upper_left_2020_21","upper_left_2021_22","upper_left_2022_23","upper_left_2023_24","lower_right_2015_16","lower_right_2016_17","lower_right_2017_18","lower_right_2018_19","lower_right_2019_20","lower_right_2020_21","lower_right_2021_22","lower_right_2022_23","lower_right_2023_24","salary_avg_2015_16","salary_avg_2016_17","salary_avg_2017_18","salary_avg_2018_19","salary_avg_2019_20","salary_avg_2020_21","salary_avg_2021_22","salary_avg_2022_23","salary_avg_2023_24","num_steps","num_lanes","avg_pct_increase_steps","pct_increase_last_step","avg_pct_increase_lanes","pct_increase_bachelors_masters","pct_increase_masters_doctorate","longevity_start_year","longevity_end_year","longevity_min_pay","longevity_max_pay","num_days_with_students","num_days_without_students_teachers","num_days_without_students_guidance","num_days_without_students_nurses","nurses_unionized","pct_health_insurance_paid","personal_days_annually","personal_days_carry_over","personal_days_carry_over_max","personal_days_paid_for_unused","personal_days_paid_for_unused_rate","sick_days","sick_days_buy_back","sick_days_buy_back_rate","sick_leave_bank","sick_leave_bank_cap","bereavement_days","religious_days","other_days","comp_for_attendance","guidance_max_ration_hs","max_class_size_ratio_elementary","max_student_ratio_hs","special_ed_ratio_elementary","special_ed_ratio_hs","children_of_teachers_attending","length_of_workday_elementary","length_of_workday_hs","early_retirement_incentives","unit_b","tuition_reimbursement","first_lang_not_eng","first_lang_not_eng_pct","english_learner","english_learner_pct","disabled","disabled_pct","high_need","high_need_pct","low_income","low_income_pct","league","city","county"
"Academy Of the Pacific Rim Charter Public (District)",4120000,2015,"2015-16",2016,0,0,0,0,0,0,74,79,75,76,67,46,53,54,0,524,42.2,0.781,12.4,NA,NA,NA,114,0.965,NA,NA,NA,NA,NA,NA,NA,NA,35,80,10,23,25,57,9,20,0,0,44,45,100,36,80,9,20,0,0,0,0,45,38,86,26,59,12,27,6,14,0,0,44,NA,NA,NA,96,35,45,8,4,4,83.3,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,13,35,6.7,120,22.9,263,50.2,158,30.2,"Independent - District B","Hyde Park","Suffolk"
"Acton-Boxborough",6000000,2018,"2018-19",2019,105,330,371,355,393,400,429,428,435,488,460,429,445,500,3,5571,380.1,0.997,14.7,0.877,0.953,0.975,NA,NA,32945978,86677,81006084.03,5632.3,14382.42,90445893.59,5761.7,15697.78,405,97,299,72,106,25,9,2,2,0,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,648,677,1200,8,36,139,345,672,3.7,96.3,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,1035,18.6,228,4.1,904,16,1531,27.1,345,6.2,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2017,"2017-18",2018,111,352,343,365,388,415,420,420,486,478,427,447,501,452,0,5605,371.8,1,15.1,0.889,0.975,NA,NA,NA,31536769,84822,78051554,5613.9,13903.27,87351122,5747.5,15198.11,408,95,280,65,128,30,19,4,1,0,428,440,99,364,82,76,17,3,1,2,0,445,425,96,381,86,44,10,14,3,6,1,445,419,656,684,1156,6,48,153,372,577,4.7,95.3,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,997,17.8,267,4.8,891,15.6,1419,24.9,334,6,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2016,"2016-17",2017,97,330,325,372,397,412,414,466,469,442,448,492,456,467,1,5588,371.8,1,15,NA,NA,NA,1602,1,30605864,82318,75091091,5605.5,13395.97,84730365,5746.3,14745.2,455,96,352,74,103,22,15,3,5,1,475,476,97,377,77,99,20,7,1,6,1,489,466,95,418,85,48,10,14,3,10,2,490,408,642,665,973,9,50,120,313,481,6.1,93.9,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,910,16.3,240,4.3,933,16.4,1424,25.1,339,6.1,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2021,"2021-22",2022,106,317,316,338,375,399,399,408,404,421,385,407,456,451,4,5186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,1095,21.1,256,4.9,775,14.7,1513,28.8,566,10.9,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2015,"2015-16",2016,110,299,357,371,393,405,444,453,445,443,488,456,478,480,0,5622,367.5,1,15.3,NA,NA,NA,1596,1,29363081,79900,NA,NA,NA,NA,NA,NA,416,95,295,67,121,28,17,4,7,2,440,439,98,316,71,123,27,3,1,6,1,448,426,95,389,87,37,8,11,2,12,3,449,NA,NA,NA,1025,7,49,100,303,566,5.5,94.5,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,878,15.6,229,4.1,968,16.9,1419,24.8,304,5.4,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2019,"2019-20",2020,102,306,346,381,377,392,412,421,412,448,470,463,427,449,5,5411,383.6,1,14.1,0.885,0.964,0.962,NA,NA,34234578,89246,84437382.26,5586.8,15113.73,93817043.97,5710.8,16428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,656,686,1115,11,35,152,330,587,4.1,95.9,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,1119,20.7,279,5.2,866,15.7,1511,27.5,382,7.1,"Dual County","Acton","Middlesex"
"Acton-Boxborough",6000000,2020,"2020-21",2021,73,286,321,365,372,404,390,414,410,421,406,465,450,426,4,5207,405.3,1,12.8,0.842,0.954,0.983,NA,NA,NA,NA,86603131.7,5437.6,15926.72,96289999.24,5566.4,17298.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,651,682,1070,12,55,158,344,501,6.3,93.7,3,"2020-2021","2021-2022","2022-2023",NA,NA,NA,NA,NA,0.015,0.025,0.025,NA,NA,NA,NA,NA,NA,50670,51937,53235,NA,NA,NA,NA,NA,NA,92172,94476,96838,NA,NA,NA,NA,NA,NA,70842,72743,74698,NA,12,7,0.04,0.0364,0.0289,0.0629,0.1158,10,25,NA,NA,180,3,NA,NA,1,NA,3,0,0,NA,NA,12,1,15,0,NA,3,2,1,NA,NA,25,25,NA,NA,1,NA,NA,1,0,1,1117,21.5,273,5.2,794,15,1469,27.8,422,8.1,"Dual County","Acton","Middlesex"
"Acushnet",30000,2015,"2015-16",2016,48,92,101,108,94,104,116,78,118,111,0,0,0,0,0,970,70,1,13.9,NA,NA,NA,378,0.987,4755405,67934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.1,6,0.6,174,17.6,325,32.8,192,19.8,NA,"Acushnet","Bristol"
"Acushnet",30000,2016,"2016-17",2017,50,84,99,102,107,96,105,121,77,114,0,0,0,0,0,955,71,1,13.5,NA,NA,NA,396,0.987,5074860,71477,11365614,966.7,11757.13,15705696,1295.9,12119.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.7,4,0.4,146,15.1,325,33.6,218,22.8,NA,"Acushnet","Bristol"
"Acushnet",30000,2017,"2017-18",2018,51,108,81,99,105,106,103,114,119,77,0,0,0,0,0,963,65.5,1,14.7,0.912,0.985,NA,NA,NA,5098533,76860,12132993,973.1,12468.39,15868705,1279.9,12398.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,7,0.7,152,15.6,351,36,248,25.8,NA,"Acushnet","Bristol"
"Acushnet",30000,2018,"2018-19",2019,46,121,105,80,109,104,102,105,121,111,0,0,0,0,0,1004,75.5,1,13.3,0.894,0.947,0.974,NA,NA,5217686,69108,12335199.66,970.4,12711.46,16266437.91,1285.8,12650.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,8,0.8,145,14.2,356,34.8,250,24.9,NA,"Acushnet","Bristol"
"Acushnet",30000,2019,"2019-20",2020,46,89,127,109,85,111,110,101,112,120,0,0,0,0,0,1010,70.5,1,14.3,0.844,0.929,0.959,NA,NA,5173481,73383,12904090.49,1018.1,12674.68,17148647.53,1336.5,12831.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.3,9,0.9,142,13.9,361,35.2,260,25.7,NA,"Acushnet","Bristol"
"Acushnet",30000,2020,"2020-21",2021,28,86,83,117,95,80,108,104,100,109,0,0,0,0,0,910,68.2,1,13.3,0.901,0.952,0.958,NA,NA,NA,NA,12653923.35,1018.8,12420.42,17164756.77,1325.5,12949.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.1,6,0.7,126,13.7,351,38,258,28.4,NA,"Acushnet","Bristol"
"Acushnet",30000,2021,"2021-22",2022,53,76,101,87,119,101,81,114,104,99,0,0,0,0,0,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1.5,4,0.4,136,14.4,431,45.7,346,37,NA,"Acushnet","Bristol"
"Adams-Cheshire",6030000,2015,"2015-16",2016,54,92,116,118,114,103,100,105,97,114,100,88,87,70,3,1361,89.3,0.978,15.2,NA,NA,NA,551,0.98,6691452,74932,NA,NA,NA,NA,NA,NA,53,71,15,20,38,51,21,28,1,1,75,72,89,30,37,42,52,8,10,1,1,81,57,72,37,47,20,25,16,20,6,8,79,NA,NA,NA,133,26,41,39,20,7,50.4,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.5,7,0.5,303,22.2,703,51.6,550,40.4,NA,"Cheshire","Berkshire"
"Adams-Cheshire",6030000,2016,"2016-17",2017,63,93,94,116,113,110,106,91,112,96,63,94,84,80,2,1317,84.9,1,15.5,NA,NA,NA,581,0.985,6615679,77014,18445497,1335.1,13815.82,20165270,1495.6,13483.06,45,54,11,13,34,41,30,36,8,10,83,75,84,37,42,38,43,11,12,3,3,89,56,64,30,34,26,30,28,32,3,3,87,66,520,532,142,40,50,32,15,5,63.4,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.5,7,0.5,304,23,711,53.9,592,45,NA,"Cheshire","Berkshire"
"Adams-Cheshire",6030000,2017,"2017-18",2018,53,85,79,80,106,111,106,92,92,115,52,64,95,85,6,1221,80.2,0.988,15.2,0.819,0.951,NA,NA,NA,6775396,82426,18351967,1305.4,14058.5,20063858,1457,13770.66,38,68,9,16,29,52,16,29,2,4,56,63,94,34,51,29,43,3,4,1,1,67,51,76,30,45,21,31,9,13,7,10,67,76,522,522,144,32,64,37,11,0,66.7,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.7,6,0.5,310,25.3,708,57.9,594,48.6,NA,"Cheshire","Berkshire"
"Adams-Cheshire",6030000,2018,"2018-19",2019,62,79,78,80,76,106,108,97,91,89,81,50,74,87,3,1161,79.5,0.987,14.6,0.884,0.902,0.846,NA,NA,6920007,84212,18900557.75,1202.2,15721.64,21089177.35,1418.1,14871.43,26,63,5,12,21,51,11,27,4,10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,524,516,150,44,61,33,12,0,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.9,7,0.6,279,24,672,57.8,573,49.4,NA,"Cheshire","Berkshire"
"Adams-Cheshire",6030000,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18503004.34,1161.6,15928.89,20868108.53,1396.2,14946.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheshire","Berkshire"
"Advanced Math and Science Academy Charter (District)",4300000,2016,"2016-17",2017,0,0,0,0,0,0,0,154,151,149,142,126,105,125,0,952,78.4,0.889,12.1,NA,NA,NA,371,1,NA,NA,NA,NA,NA,NA,NA,NA,125,99,101,80,24,19,1,1,0,0,126,126,100,101,80,25,20,0,0,0,0,126,124,99,119,95,5,4,1,1,0,0,125,155,613,645,368,18,41,98,99,112,16,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,17.9,12,1.3,46,4.8,111,11.7,58,6.1,"Colonial Athletic","Marlborough","Middlesex"
"Advanced Math and Science Academy Charter (District)",4300000,2021,"2021-22",2022,0,0,0,0,0,0,0,133,142,127,134,140,143,146,0,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,24.1,26,2.7,41,4.2,248,25.7,142,14.7,"Colonial Athletic","Marlborough","Middlesex"
"Advanced Math and Science Academy Charter (District)",4300000,2018,"2018-19",2019,0,0,0,0,0,0,0,106,144,158,156,154,137,119,0,974,81.5,0.907,11.9,0.715,0.712,0.802,NA,NA,NA,NA,14976389.43,990.2,15125.37,14976389.43,990.2,15125.37,144,96,91,61,53,35,6,4,0,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,624,662,490,17,59,107,145,162,15.5,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,23.8,44,4.5,58,6,214,22,64,6.6,"Colonial Athletic","Marlborough","Middlesex"
